user,fecha,location,tweet,columna_traducida,TextBlob,compound
MafaldaVnzl,2019-10-15 23:50:47,La realidad,RT @Javi_alm: Hoy parece que a Pablo Motos no le toca justificar el llevar al programa a un comunista lleno de odio como tantos otros. #Err…,  javi alm  today it seems that pablo motos does not have to justify bringing a hateful communist to the program like so many others    err    ,positive,-0.1779
lolibejarano,2019-10-15 23:50:35,,RT @pablocast13: Estaría bien que le preguntara a Errejón por la beca en negro que cobró de la Universidad de Málaga por un trabajo que nun…,     it would be nice to ask errejn about the black scholarship he received from the university of malaga for a job that never,positive,0.4215
MafaldaVnzl,2019-10-15 23:50:27,La realidad,"RT @vargasotero: #ErrejónEH Pablo, preguntale por que cobraba de la universidad y no iba y no aparecia ni por alli. Igual que le preguntast…",  vargasotero    errejneh pablo  ask him why he charged from the university and did not go and did not appear there  just as you asked    ,positive,-0.2023
MafaldaVnzl,2019-10-15 23:50:18,La realidad,"RT @MariaJamardoC: El candidato de Más País hablando de creación de empleo y economía, sin tener ni la más remota idea de creación de emple…",  mariajamardoc  the candidate of more country talking about job creation and economics  without even having the slightest idea of job creation    ,positive,0.4939
FacundinoLeal3,2019-10-15 23:50:11,,"RT @abc_es: Íñigo Errejón: «No apoyaré a Pedro Sánchez si aplica el 155 en Cataluña, no hay necesidad» #ErrejónEH https://t.co/nSetCAwbbn",  abc es  igo errejn  i will not support pedro snchez if he applies  in catalonia  there is no need   errejneh    t co nsetcawbbn,positive,-0.5358
MafaldaVnzl,2019-10-15 23:49:51,La realidad,"RT @SergiLom03: Pablo Motos no le ha preguntado a su ""excelentísimo invitado"" por esto en #ErrejonEH, y ni os molestéis en que se lo pregun…",     pablo motos has not asked his  quot excellent guest quot  about this in  errejoneh  and do not bother to ask him    ,positive,0.6943
epirpe,2019-10-15 23:49:30,"Madrid, España","RT @MariaJamardoC: El candidato de Más País hablando de creación de empleo y economía, sin tener ni la más remota idea de creación de emple…",  mariajamardoc  the candidate of more country talking about job creation and economics  without even having the slightest idea of job creation    ,positive,0.4939
Kamchatka_H,2019-10-15 23:49:27,España,RT @LinaZC: Un hombre que prioriza su país y quiere que le vaya bien a los/as españoles/as antes que a su partido y teniendo que acordar co…,  linazc  a man who prioritizes his country and wants the spaniards to do well before his party and having to agree with,positive,0.743
ebiv11521,2019-10-15 23:49:18,,"RT @MariaJamardoC: El candidato de Más País hablando de creación de empleo y economía, sin tener ni la más remota idea de creación de emple…",  mariajamardoc  the candidate of more country talking about job creation and economics  without even having the slightest idea of job creation    ,positive,0.4939
adrianestudillo,2019-10-15 23:48:33,"Sevilla, España","RT @MasPais_Es: 🎥Necesitamos política útil, aquella que es capaz de llegar a acuerdos, incluso con la gente que no piensa exactamente igual…",  maspais es  we need useful policy  one that is able to reach agreements  even with people who don   t think exactly the same    ,positive,0.6249
forofilla,2019-10-15 23:48:27,,RT @COPE: Errejón se muestra a favor de los indultos y en contra del 155 en 'El Hormiguero' #ErrejonEH https://t.co/YkMQzzn5dm,  cope  errejn is in favor of the pardons and against  in    el hormiguero     errejoneh    t co ,positive,0.5994
LauraGilita,2019-10-15 23:48:05,,"RT @Atlante_85: Por fin se hablan de medidas para q España sea potencia en innovación, empleo y conciliación familiar. Enhorabuena!! @ierre…",   atlante   finally we talk about measures for spain to be a power in innovation  employment and family reconciliation  congratulations     pierre    ,positive,0.7579
LlopVaquer,2019-10-15 23:47:39,"Tarragona, España","RT @MariaJamardoC: ""En Venezuela algunas libertades se respetan porque la oposición da ruedas de prensa y eso en las dictaduras no pasa. Pe…",  mariajamardoc   quot in venezuela some freedoms are respected because the opposition gives press conferences and that in dictatorships does not happen  pe    ,positive,0.6486
LlopVaquer,2019-10-15 23:47:26,"Tarragona, España","RT @vargasotero: #ErrejónEH Pablo, preguntale por que cobraba de la universidad y no iba y no aparecia ni por alli. Igual que le preguntast…",  vargasotero    errejneh pablo  ask him why he charged from the university and did not go and did not appear there  just as you asked    ,positive,-0.2023
ENDIKA59,2019-10-15 23:47:22,Leganes,"RT @MarcelaSimonutt: Soluciones de fondo, proyecto de país inclusivo, verde y feminista, don de gente, solvencia radical y amabilidad. ¡Que…",  marcelasimonutt  background solutions  inclusive  green and feminist country project  gift of people  radical solvency and kindness  than,negative,0.765
LlopVaquer,2019-10-15 23:47:18,"Tarragona, España",RT @Javi_alm: Hoy parece que a Pablo Motos no le toca justificar el llevar al programa a un comunista lleno de odio como tantos otros. #Err…,  javi alm  today it seems that pablo motos does not have to justify bringing a hateful communist to the program like so many others    err    ,positive,-0.1779
LlopVaquer,2019-10-15 23:47:10,"Tarragona, España","RT @MariaJamardoC: ""Fumé porros de chaval, como todo el mundo. Pero yo soy más de salado que de dulce"", Errejón dixit. Pues como todo el mu…",  mariajamardoc   quot i smoked kid   s porros  like everyone else  but i   m more salty than sweet  quot  errejn dixit  well  like all the mu    ,positive,0.901
ENDIKA59,2019-10-15 23:47:05,Leganes,RT @EmilioDelgadoOr: Me parece bien que haya quien busque políticos que tensionen. Yo a estas alturas prefiero gente que tenga ideas claras…,  emiliodelgadoor  it seems good to me that there are those who look for politicians who stress  at this point i prefer people who have clear ideas    ,positive,0.4019
eliaburgosperez,2019-10-15 23:47:01,,"RT @MaxiCuello1977: Hoy el niñato dice:
""Venezuela es un desastre"".

#ErrejonEH
Y hace un año...👇👇👇 https://t.co/H6CfaEKFIW",     today the child says   quot venezuela is a disaster quot    errejoneh and a year ago         t co ,positive,-0.6249
LlopVaquer,2019-10-15 23:46:59,"Tarragona, España","RT @MariaJamardoC: El candidato de Más País hablando de creación de empleo y economía, sin tener ni la más remota idea de creación de emple…",  mariajamardoc  the candidate of more country talking about job creation and economics  without even having the slightest idea of job creation    ,positive,0.4939
sunsetgijon,2019-10-15 23:46:59,Dominican Republic,Siempre me quedaré con la duda de que justificación habrá dado Pablo Motos en @El_Hormiguero esta noche para entrev… https://t.co/VzGvWm6uEH,i will always have the doubt that justification will have given pablo motos in  el hormiguero tonight to interview        t co ,positive,-0.3612
Kamchatka_H,2019-10-15 23:46:55,España,"RT @larevistadecar2: La gente que necesita un gobierno es la que no llega a fin de mes, la que no le llega con las pensiones. No llegar a u…",     the people who need a government are those who do not reach the end of the month  who do not arrive with pensions  do not arrive au,positive,-0.0191
LlopVaquer,2019-10-15 23:46:42,"Tarragona, España",RT @joseanvidal: Otra vez con el impuesto de patrimonio. Que ya no existe en ningún país europeo! En ninguno. Luego hablas de invertir. Qui…,  joseanvidal  again with the estate tax  that no longer exists in any european country  in none  then you talk about investing  who    ,positive,-0.296
patriayrey,2019-10-15 23:46:36,Madrid. ESPAÑA,"RT @MariaJamardoC: El candidato de Más País hablando de creación de empleo y economía, sin tener ni la más remota idea de creación de emple…",  mariajamardoc  the candidate of more country talking about job creation and economics  without even having the slightest idea of job creation    ,positive,0.4939
ENDIKA59,2019-10-15 23:46:26,Leganes,"RT @hugomabarca: Fabuloso @ierrejon en #ErrejonEH respondiendo a la enorme hostilidad con argumentos, amabilidad y propuesta.",  hugomabarca  fabulous  ierrejon in  errejoneh responding to the enormous hostility with arguments  kindness and proposal ,positive,0.0516
JoseArroyoRios,2019-10-15 23:45:48,Algeciras / Madrid ,"RT @MasPaisLGTBI: Por fin un político dedica su tiempo a explicar propuestas, desde la calma, el consenso y el diálogo, para conseguir lo m…",  maspaislgtbi  finally a politician devotes his time to explain proposals  from calm  consensus and dialogue  to achieve the most,positive,0.5994
marioelaprendiz,2019-10-15 23:45:33,,"RT @LulydelMar: #tsunamidemocractic
Las fuerzas de seguridad del Estado Español son expertas en reventar manifestaciones y en represión per…",  lulydelmar   tsunamidemocractic the security forces of the spanish state are experts in bursting demonstrations and repression per,positive,-0.0516
Kamchatka_H,2019-10-15 23:45:15,España,"RT @DaniPodroz: Gracias, Iñigo!
«España es de todos»

#ErrejonEH https://t.co/3704qWJaYt",  danipodroz  thank you  iigo  spain belongs to everyone  errejoneh    t co ,positive,0.3612
forofilla,2019-10-15 23:44:52,,"RT @abc_es: Íñigo Errejón: «No apoyaré a Pedro Sánchez si aplica el 155 en Cataluña, no hay necesidad» #ErrejónEH https://t.co/nSetCAwbbn",  abc es  igo errejn  i will not support pedro snchez if he applies  in catalonia  there is no need   errejneh    t co nsetcawbbn,positive,-0.5358
lordelacebolla,2019-10-15 23:44:49,,"RT @MasPaisLGTBI: Por fin un político dedica su tiempo a explicar propuestas, desde la calma, el consenso y el diálogo, para conseguir lo m…",  maspaislgtbi  finally a politician devotes his time to explain proposals  from calm  consensus and dialogue  to achieve the most,positive,0.5994
MasPaisLGTBI,2019-10-15 23:43:58,España,"RT @MasPais_Es: 🎥Necesitamos política útil, aquella que es capaz de llegar a acuerdos, incluso con la gente que no piensa exactamente igual…",  maspais es  we need useful policy  one that is able to reach agreements  even with people who don   t think exactly the same    ,positive,0.6249
Kamchatka_H,2019-10-15 23:43:58,España,"RT @Isolda272: Lo que agradezco a Más País, y la gente que lo está levantando, es que no se conforma. No se resigna a tener razón. 

El ret…",     what i thank more country  and the people who are raising it  is that it doesn   t conform  he is not resigned to being right  the ret    ,positive,0.5007
Crisiswhatcris,2019-10-15 23:43:39,,"RT @MaxiCuello1977: Hoy el niñato dice:
""Venezuela es un desastre"".

#ErrejonEH
Y hace un año...👇👇👇 https://t.co/H6CfaEKFIW",     today the child says   quot venezuela is a disaster quot    errejoneh and a year ago         t co ,positive,-0.6249
MasPaisLGTBI,2019-10-15 23:43:18,España,"Por fin un político dedica su tiempo a explicar propuestas, desde la calma, el consenso y el diálogo, para consegui… https://t.co/vpUU4HvBU1",finally  a politician devotes his time to explaining proposals  from calm  consensus and dialogue  to get    t co ,positive,0.5994
Crisiswhatcris,2019-10-15 23:43:18,,"RT @vargasotero: #ErrejónEH Pablo, preguntale por que cobraba de la universidad y no iba y no aparecia ni por alli. Igual que le preguntast…",  vargasotero    errejneh pablo  ask him why he charged from the university and did not go and did not appear there  just as you asked    ,positive,-0.2023
EnriqueCCCP,2019-10-15 23:43:04,,"RT @MariaJamardoC: El candidato de Más País hablando de creación de empleo y economía, sin tener ni la más remota idea de creación de emple…",  mariajamardoc  the candidate of more country talking about job creation and economics  without even having the slightest idea of job creation    ,positive,0.4939
EnriqueCCCP,2019-10-15 23:42:52,,"RT @vargasotero: #ErrejónEH Pablo, preguntale por que cobraba de la universidad y no iba y no aparecia ni por alli. Igual que le preguntast…",  vargasotero    errejneh pablo  ask him why he charged from the university and did not go and did not appear there  just as you asked    ,positive,-0.2023
imjustmark2,2019-10-15 23:42:41,,"RT @HernandezArbizu: Ojalá tuviéramos más políticos como @ierrejon en nuestro país. Da gusto escucharle hablar. Siempre con respeto, humild…",  hernandezarbizu  i wish we had more politicians like  ierrejon in our country  nice to hear you talk  always with respect  humild    ,positive,0.8854
Kamchatka_H,2019-10-15 23:42:36,España,RT @MasPais_Es: 🎥 Manuela Carmena marca el camino a seguir. En Madrid se redujo la deuda un 50% y se se aumentó la inversión en servicios s…,  maspais es  uela manuela carmena marks the way forward  in madrid  the debt was reduced by   and the investment in services was increased,positive,-0.1027
CaldaroneCeres,2019-10-15 23:42:29,,"RT @HernandezArbizu: Ojalá tuviéramos más políticos como @ierrejon en nuestro país. Da gusto escucharle hablar. Siempre con respeto, humild…",  hernandezarbizu  i wish we had more politicians like  ierrejon in our country  nice to hear you talk  always with respect  humild    ,positive,0.8854
JoseRibes4,2019-10-15 23:42:27,"Carcaixent, España","RT @MaxiCuello1977: Hoy el niñato dice:
""Venezuela es un desastre"".

#ErrejonEH
Y hace un año...👇👇👇 https://t.co/H6CfaEKFIW",     today the child says   quot venezuela is a disaster quot    errejoneh and a year ago         t co ,positive,-0.6249
Kamchatka_H,2019-10-15 23:42:00,España,"RT @MasRetiro_: ‼️Sentencia y Cataluña

Por encima de la voluntad de castigo hay una cosa más importante que es rehacer un pacto de convive…",  masretiro   sentencia y catalua above the will to punish there is one more important thing that is to redo a pact of living together    ,positive,-0.3197
lordelacebolla,2019-10-15 23:41:48,,"RT @MasHortaleza: Los jueces han hecho su trabajo.
Los políticos no.
En Catalunya, por encima de la voluntad de castigo, está la voluntad d…",  mashortaleza  the judges have done their job  the politicians do not  in catalonia  above the will of punishment  there is the will to,positive,-0.4939
AFCLovefield,2019-10-15 23:41:43,,"RT @Kamchatka_H: No estamos hablando de barra libre. 

En muchos países la legalización, ""regularización y control"" del cannabis, se han tr…",  kamchatka h  we are not talking about open bar  in many countries the legalization   quot regularization and control quot  of cannabis  have been tr    ,positive,0.0
Clement20391539,2019-10-15 23:41:32,"Zaragoza, España","RT @MariaJamardoC: El candidato de Más País hablando de creación de empleo y economía, sin tener ni la más remota idea de creación de emple…",  mariajamardoc  the candidate of more country talking about job creation and economics  without even having the slightest idea of job creation    ,positive,0.4939
DavidCorco22,2019-10-15 23:41:17,,RT @JoseArroyoRios: Votar a Más País es garantizar el diálogo para conseguir un Gobierno progresista 💚 #ErrejónEH https://t.co/htJJvsTFbL,  josearroyorios  voting for more country is to guarantee dialogue to achieve a progressive government    errejneh    t co htjjvstfbl,positive,0.25
chusabeledo,2019-10-15 23:41:04,,"RT @MasVillaverde: ""Estoy orgulloso de ser coherente con mis ideas. La política útil es la que es capaz de solucionar problemas"". ""Adelanté…",  masvillaverde   quot i am proud to be consistent with my ideas  the useful policy is one that is capable of solving problems  quot   quot ahead,positive,0.8074
ENDIKA59,2019-10-15 23:40:42,Leganes,"RT @MasRetiro_: ‼️Legalización y regularización de la marihuana 

👉No es legalizarlo y que viva la fiesta, es regular el consumo de cannabi…",  masretiro   legalization and regularization of marijuana it is not legalize it and live the party  it is regular cannabi consumption    ,positive,0.4019
Kamchatka_H,2019-10-15 23:40:40,España,"RT @aisha_sow: El #LegadoCarmena nos muestra una forma diferente de hacer política.

@ierrejon ha explicado que hay una manera distinta de…",  aisha sow  the  legadocarmena shows us a different way of doing politics   ierrejon has explained that there is a different way of    ,positive,0.0
AFCLovefield,2019-10-15 23:40:40,,"RT @Kamchatka_H: Todos llegan a acuerdos, menos los líderes políticos. 
Mucha gente se puede preguntar: 
¿Oiga, la política tiene algo que…",  kamchatka h  everyone comes to agreements  except political leaders  many people may ask  hey  politics has something that    ,positive,0.2732
ClaraSanJos1,2019-10-15 23:40:21,"Valladolid, España","RT @MariaJamardoC: El candidato de Más País hablando de creación de empleo y economía, sin tener ni la más remota idea de creación de emple…",  mariajamardoc  the candidate of more country talking about job creation and economics  without even having the slightest idea of job creation    ,positive,0.4939
elsol07,2019-10-15 23:40:16,,"RT @MAMariscal3: #ErrejónEH
—Pablo, cuando sea mayor voy a legalizar la marihuana.
—Y yo voy a comprarme un chalet.
—Jajajajaja.
—Pasa el p…",       errejneh  pablo  when i grow up i am going to legalize marijuana   quot and i   m going to buy a villa  quot   hahaha  pass the p    ,positive,0.5574
elojo46,2019-10-15 23:39:43,"Santa Cruz de Tenerife, Islas ",RT @_esther_sanz: ¿Le han preguntado en #ErrejonEH cuántos trabajos en la empresa privada ha tenido?,   esther sanz  have you been asked in  errejoneh how many jobs in the private company have you had ,positive,0.0
Kamchatka_H,2019-10-15 23:39:39,España,"RT @maspaisjoven: El trabajo precario de la gente joven no puede sustentar las pensiones de una sociedad cada vez más envejecida.

Necesita…",  maspaisjoven  the precarious work of young people cannot support the pensions of an increasingly aging society  needs to,positive,-0.3089
belencubillo3,2019-10-15 23:39:12,"Madrid, España","RT @MariaJamardoC: El candidato de Más País hablando de creación de empleo y economía, sin tener ni la más remota idea de creación de emple…",  mariajamardoc  the candidate of more country talking about job creation and economics  without even having the slightest idea of job creation    ,positive,0.4939
CaldaroneCeres,2019-10-15 23:38:58,,"RT @PODER_T: ""El 28A hicimos nuestro trabajo, fuimos a votar para que España tuviera un gobierno progresista. 

No podemos permitir q el ha…",  poder t   quot on  we did our job  we went to vote for spain to have a progressive government  we cannot allow the ha    ,positive,-0.4023
carroyofl,2019-10-15 23:38:48,,RT @Javi_alm: Hoy parece que a Pablo Motos no le toca justificar el llevar al programa a un comunista lleno de odio como tantos otros. #Err…,  javi alm  today it seems that pablo motos does not have to justify bringing a hateful communist to the program like so many others    err    ,positive,-0.1779
Toni_Aguilar440,2019-10-15 23:38:43,,"RT @lechuzeta: #ErrejonEH
Cómo se atreve a proponer nada sobre trabajo si no lo ha hecho en su vida!?
Ud. No ha producido nunca nada, ningu…",  lechuzeta   errejoneh how dare you propose anything about work if you haven   t done it in your life    you have never produced anything  none    ,positive,0.0
luismurcia21,2019-10-15 23:38:36,"Daya Nueva, España","RT @vargasotero: #ErrejónEH Pablo, preguntale por que cobraba de la universidad y no iba y no aparecia ni por alli. Igual que le preguntast…",  vargasotero    errejneh pablo  ask him why he charged from the university and did not go and did not appear there  just as you asked    ,positive,-0.2023
Andreeeamg,2019-10-15 23:38:27,"Barcelona, España","RT @abc_es: Íñigo Errejón: «No apoyaré a Pedro Sánchez si aplica el 155 en Cataluña, no hay necesidad» #ErrejónEH https://t.co/nSetCAwbbn",  abc es  igo errejn  i will not support pedro snchez if he applies  in catalonia  there is no need   errejneh    t co nsetcawbbn,positive,-0.5358
Mariaeu13,2019-10-15 23:38:27,MERIDA,"RT @abc_es: Íñigo Errejón: «No apoyaré a Pedro Sánchez si aplica el 155 en Cataluña, no hay necesidad» #ErrejónEH https://t.co/nSetCAwbbn",  abc es  igo errejn  i will not support pedro snchez if he applies  in catalonia  there is no need   errejneh    t co nsetcawbbn,positive,-0.5358
AFCLovefield,2019-10-15 23:38:20,,"RT @Isolda272: Lo que agradezco a Más País, y la gente que lo está levantando, es que no se conforma. No se resigna a tener razón. 

El ret…",     what i thank more country  and the people who are raising it  is that it doesn   t conform  he is not resigned to being right  the ret    ,positive,0.5007
ENDIKA59,2019-10-15 23:38:02,Leganes,"RT @MasHortaleza: En algunos países la legalización, ""regularización y control"" del cannabis, se han traducido en mejor salud pública,  más…",  mashortaleza  in some countries the legalization   quot regularization and control quot  of cannabis  have resulted in better public health  more    ,positive,0.4404
ENDIKA59,2019-10-15 23:37:36,Leganes,"RT @MasPais_Es: 🎥 Las pensiones tienen que estar blindadas en la Constitución:

1️⃣ Los reformas laborales han creado sueldos precarios…",  maspais es   pensions must be shielded in the constitution   labor reforms have created precarious salaries    ,positive,0.25
ReiviLibgs,2019-10-15 23:37:17,,"RT @MariaJamardoC: ""Fumé porros de chaval, como todo el mundo. Pero yo soy más de salado que de dulce"", Errejón dixit. Pues como todo el mu…",  mariajamardoc   quot i smoked kid   s porros  like everyone else  but i   m more salty than sweet  quot  errejn dixit  well  like all the mu    ,positive,0.901
alejandrafr95,2019-10-15 23:37:13,,"RT @MariaJamardoC: El candidato de Más País hablando de creación de empleo y economía, sin tener ni la más remota idea de creación de emple…",  mariajamardoc  the candidate of more country talking about job creation and economics  without even having the slightest idea of job creation    ,positive,0.4939
CaldaroneCeres,2019-10-15 23:36:14,,RT @lordelacebolla: La legalización de la mariguana es una cuestión de regular por salud y por cuestiones fiscales. Nos cargamos las mafias…,  lordelacebolla  the legalization of marijuana is a matter of regulating health and tax issues  we loaded the mafias    ,positive,0.0258
CaldaroneCeres,2019-10-15 23:36:05,,"RT @larevistadecar2: La gente que necesita un gobierno es la que no llega a fin de mes, la que no le llega con las pensiones. No llegar a u…",     the people who need a government are those who do not reach the end of the month  who do not arrive with pensions  do not arrive au,positive,-0.0191
wallisgo,2019-10-15 23:36:04,"Miami, FL","RT @verukawww: 🐜 Es una vergüenza que un programa que cuenta con una sección para dar voz a animales en adopción no invite a @lau_duart, pr…",  verukawww   it is a shame that a program that has a section to give voice to animals for adoption does not invite  lau duart  pr,positive,-0.549
